DATE,EX_NUM,m,n,o,t,ERROR_UXY,ERROR_VXY,ERROR_WXY,ERROR_DXY,MEAN_METHOD,BOOL_ALPHA_THETA,LOW_RANK_APPROX_METHOD,LRA_ITE,APF_METHOD,APF_ITE,error_min,error_max,Sylvester_Matrix_Type 
11-Oct-2017 12:26:14,12,17, 11,10,8, 9.540108e-01,5.318762e-01,2.925152e-01, 2.153221e-01,None,0, None,0,None, 0,1.000000e-12,1.000000e-10, T 
11-Oct-2017 12:26:17,12,17, 11,10,8, 9.540108e-01,5.318761e-01,2.925153e-01, 2.153221e-01,None,0, None,0,None, 0,1.000000e-12,1.000000e-10, DT 
11-Oct-2017 12:26:20,12,17, 11,10,8, 2.336802e-08,3.476701e-08,4.058041e-08, 2.451212e-08,None,0, None,0,None, 0,1.000000e-12,1.000000e-10, TQ 
11-Oct-2017 12:26:23,12,17, 11,10,8, 3.538556e-09,5.655957e-09,7.882585e-09, 4.066389e-09,None,0, None,0,None, 0,1.000000e-12,1.000000e-10, DTQ 
11-Oct-2017 12:32:24,12,17, 11,10,8, 9.540108e-01,5.318762e-01,2.925152e-01, 2.153221e-01,None,0, None,0,None, 0,1.000000e-12,1.000000e-10, T 
11-Oct-2017 12:32:27,12,17, 11,10,8, 9.540108e-01,5.318761e-01,2.925153e-01, 2.153221e-01,None,0, None,0,None, 0,1.000000e-12,1.000000e-10, DT 
11-Oct-2017 12:32:29,12,17, 11,10,8, 2.336802e-08,3.476701e-08,4.058041e-08, 2.451212e-08,None,0, None,0,None, 0,1.000000e-12,1.000000e-10, TQ 
11-Oct-2017 12:32:32,12,17, 11,10,8, 3.538556e-09,5.655957e-09,7.882585e-09, 4.066389e-09,None,0, None,0,None, 0,1.000000e-12,1.000000e-10, DTQ 
11-Oct-2017 12:45:25,12,17, 11,10,8, 9.540108e-01,5.318762e-01,2.925152e-01, 2.153221e-01,None,0, None,0,None, 0,1.000000e-12,1.000000e-10, T 
11-Oct-2017 12:45:28,12,17, 11,10,8, 9.540108e-01,5.318761e-01,2.925153e-01, 2.153221e-01,None,0, None,0,None, 0,1.000000e-12,1.000000e-10, DT 
11-Oct-2017 12:45:31,12,17, 11,10,8, 2.336802e-08,3.476701e-08,4.058041e-08, 2.451212e-08,None,0, None,0,None, 0,1.000000e-12,1.000000e-10, TQ 
11-Oct-2017 12:45:34,12,17, 11,10,8, 3.538556e-09,5.655957e-09,7.882585e-09, 4.066389e-09,None,0, None,0,None, 0,1.000000e-12,1.000000e-10, DTQ 
11-Oct-2017 12:47:12,12,17, 11,10,8, 2.336797e-08,3.476704e-08,4.058048e-08, 2.451212e-08,None,0, None,0,None, 0,1.000000e-12,1.000000e-10, T 
11-Oct-2017 12:47:17,12,17, 11,10,8, 3.538568e-09,5.655974e-09,7.882609e-09, 4.066402e-09,None,0, None,0,None, 0,1.000000e-12,1.000000e-10, DT 
