DATE,EX_NUM,m,n,o,t,ERROR_UXY,ERROR_VXY,ERROR_WXY,ERROR_DXY,MEAN_METHOD,BOOL_ALPHA_THETA,LOW_RANK_APPROX_METHOD,LRA_ITE,APF_METHOD,APF_ITE,error_min,error_max,Sylvester_Matrix_Type 
27-Jul-2017 11:55:13,3,16, 17,16,14, 4.648059e-06,1.687275e-03,3.127562e-06, 5.419961e-06,None,0, None,0,None, 0,1.000000e-12,1.000000e-06, DTQ 
27-Jul-2017 11:58:32,3,16, 17,16,14, 4.648059e-06,1.687275e-03,3.127562e-06, 5.419961e-06,None,0, None,0,None, 0,1.000000e-12,1.000000e-06, DTQ 
27-Jul-2017 12:26:25,3,16, 17,16,14, 3.993900e-08,4.653493e-07,6.256009e-08, 5.734327e-08,Geometric Mean Matlab Method,1, None,0,None, 0,1.000000e-12,1.000000e-06, DTQ 
27-Jul-2017 12:27:37,3,16, 17,16,14, 4.648059e-06,1.687275e-03,3.127562e-06, 5.419961e-06,None,0, None,0,None, 0,1.000000e-12,1.000000e-06, DTQ 
27-Jul-2017 12:28:54,3,16, 17,16,14, 3.993900e-08,4.653493e-07,6.256009e-08, 5.734327e-08,Geometric Mean Matlab Method,1, None,0,None, 0,1.000000e-12,1.000000e-06, DTQ 
27-Jul-2017 13:26:16,4,7, 9,7,5, 6.087596e-09,2.673811e-06,3.978892e-09, 4.776875e-09,None,0, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 13:27:06,4,7, 9,7,5, 6.087596e-09,2.673811e-06,3.978892e-09, 4.776875e-09,None,0, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 13:29:32,4,7, 9,7,5, 6.087596e-09,2.673811e-06,3.978892e-09, 4.776875e-09,None,0, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 13:31:00,4,7, 9,7,5, 6.087596e-09,2.673811e-06,3.978892e-09, 4.776875e-09,None,0, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 13:31:30,4,7, 9,7,5, 6.087596e-09,2.673811e-06,3.978892e-09, 4.776875e-09,None,0, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 13:31:48,4,7, 9,7,5, 1.270504e+01,2.481561e+02,2.810798e+01, 1.103285e+01,Geometric Mean Matlab Method,1, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 13:41:16,5,3, 3,4,2, 1.091558e-07,9.849527e-08,9.880444e-08, 1.061240e-07,None,0, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 13:41:24,5,3, 3,4,2, 8.229615e-08,7.476769e-08,6.962748e-08, 7.775897e-08,Geometric Mean Matlab Method,1, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 13:42:24,7,14, 11,10,8, 9.985019e-01,8.246466e-06,4.225082e-06, 3.618340e-06,None,0, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 13:42:53,7,14, 11,10,8, 2.755309e+03,2.135808e+07,7.878957e-02, 3.325964e+10,Geometric Mean Matlab Method,1, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 13:43:26,8,15, 14,14,12, 1.052168e-07,NaN,9.123702e-08, 9.992202e-01,None,0, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 13:44:20,8,15, 14,14,12, 9.923244e-07,NaN,1.865138e-06, 6.990977e-04,Geometric Mean Matlab Method,1, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 14:08:10,8,15, 14,14,12, 1.052168e-07,NaN,9.123702e-08, 9.992202e-01,None,0, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 14:09:15,8,15, 14,14,12, 5.004740e-05,NaN,4.446476e-05, 6.408973e-05,Geometric Mean Matlab Method,1, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 20:13:56,8,15, 14,14,12, 9.984540e-04,NaN,9.278676e-04, 1.000000e+00,None,0, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 20:14:11,8,15, 14,14,12, 7.053407e-06,NaN,6.046933e-06, 9.992779e-01,Geometric Mean Matlab Method,1, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 20:14:43,9,20, 22,14,12, 1.215111e-06,1.001629e+00,8.760344e-10, 2.391276e+00,None,0, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 20:15:24,9,20, 22,14,12, 6.670290e-05,2.251554e+05,9.444312e-07, 2.448665e+00,Geometric Mean Matlab Method,1, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 20:15:48,10,10, 11,8,6, 2.825543e-08,8.280563e-02,8.122808e-10, 5.539856e-09,None,0, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
27-Jul-2017 20:15:53,10,10, 11,8,6, 6.851293e-06,4.243788e+03,2.349654e-08, 1.138128e-01,Geometric Mean Matlab Method,1, None,0,None, 0,1.000000e-12,1.000000e-08, DTQ 
