DATE, EX_NUM, m, n, t, ERROR_UXY, ERROR_VXY, ERROR_DXY, MEAN_METHOD, BOOL_ALPHA_THETA, LOW_RANK_APPROX_METHOD, LRA_ITE, APF_METHOD, APF_ITE, error_min, error_max, SUBRESULTANT_FORMAT, RANK_REVEALING_METRIC 
25-Jul-2017 18:27:42,4,10,12,8,4.157821e-01,7.174129e-01,1.074360e+00,Geometric Mean Matlab Method,1,Standard SNTLN,1,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Diagonals 
25-Jul-2017 18:27:44,1,7,7,4,1.968887e-06,2.095877e-06,2.820183e-07,Geometric Mean Matlab Method,0,Standard SNTLN,2,None,0,1.000000e-10,1.000000e-10,T,R1 Row Norms 
25-Jul-2017 18:27:46,4,10,12,8,4.157821e-01,7.174129e-01,1.074360e+00,Geometric Mean Matlab Method,1,Standard SNTLN,1,None,0,1.000000e-10,1.000000e-10,DT,Minimum Singular Values 
25-Jul-2017 18:27:47,1,7,7,4,1.968887e-06,2.095877e-06,2.820183e-07,Geometric Mean Matlab Method,0,Standard SNTLN,2,None,0,1.000000e-10,1.000000e-10,T,R1 Row Diagonals 
25-Jul-2017 18:27:47,2,13,11,8,9.999993e-01,1.665033e-04,5.161925e-04,None,0,Standard SNTLN,50,None,0,1.000000e-12,1.000000e-10,TQ,R1 Row Norms 
25-Jul-2017 18:27:49,1,7,7,4,1.968887e-06,2.095877e-06,2.820183e-07,Geometric Mean Matlab Method,0,Standard SNTLN,2,None,0,1.000000e-10,1.000000e-10,T,Minimum Singular Values 
25-Jul-2017 18:27:49,4,10,12,8,9.382637e-01,9.938798e-01,2.074679e+01,Geometric Mean Matlab Method,1,Standard SNTLN,1,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Norms 
25-Jul-2017 18:27:52,2,13,11,8,9.999993e-01,1.665033e-04,5.161925e-04,None,0,Standard SNTLN,50,None,0,1.000000e-12,1.000000e-10,TQ,R1 Row Diagonals 
25-Jul-2017 18:27:52,1,7,7,4,4.993154e-05,9.326379e-05,2.680881e-05,Geometric Mean Matlab Method,0,Standard SNTLN,50,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Norms 
25-Jul-2017 18:27:52,4,10,12,8,9.382637e-01,9.938798e-01,2.074679e+01,Geometric Mean Matlab Method,1,Standard SNTLN,1,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Diagonals 
25-Jul-2017 18:27:55,1,7,7,4,4.993154e-05,9.326379e-05,2.680881e-05,Geometric Mean Matlab Method,0,Standard SNTLN,50,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Diagonals 
25-Jul-2017 18:27:56,4,10,12,8,9.382637e-01,9.938798e-01,2.074679e+01,Geometric Mean Matlab Method,1,Standard SNTLN,1,None,0,1.000000e-10,1.000000e-10,TQ,Minimum Singular Values 
25-Jul-2017 18:27:57,2,13,11,8,9.999993e-01,1.665033e-04,5.161925e-04,None,0,Standard SNTLN,50,None,0,1.000000e-12,1.000000e-10,TQ,Minimum Singular Values 
25-Jul-2017 18:27:58,1,7,7,4,4.993154e-05,9.326379e-05,2.680881e-05,Geometric Mean Matlab Method,0,Standard SNTLN,50,None,0,1.000000e-10,1.000000e-10,DT,Minimum Singular Values 
25-Jul-2017 18:27:59,3,20,21,16,9.982086e-01,9.990318e-01,2.430907e+00,Geometric Mean Matlab Method,1,Standard SNTLN,50,None,0,1.000000e-12,1.000000e-10,TQ,Minimum Singular Values 
25-Jul-2017 18:27:59,4,10,12,8,4.158545e-01,7.976236e-01,2.183825e+00,Geometric Mean Matlab Method,1,Standard SNTLN,1,None,0,1.000000e-10,1.000000e-10,DTQ,R1 Row Norms 
25-Jul-2017 18:28:00,1,7,7,4,1.001924e-06,2.517195e-06,5.746203e-07,Geometric Mean Matlab Method,0,Standard SNTLN,2,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Norms 
25-Jul-2017 18:28:02,2,13,11,8,9.999993e-01,1.665033e-04,5.161925e-04,None,0,Standard SNTLN,50,None,0,1.000000e-12,1.000000e-10,DTQ,R1 Row Norms 
25-Jul-2017 18:28:02,1,7,7,4,1.001924e-06,2.517195e-06,5.746203e-07,Geometric Mean Matlab Method,0,Standard SNTLN,2,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Diagonals 
25-Jul-2017 18:28:03,4,10,12,8,4.158545e-01,7.976236e-01,2.183825e+00,Geometric Mean Matlab Method,1,Standard SNTLN,1,None,0,1.000000e-10,1.000000e-10,DTQ,R1 Row Diagonals 
25-Jul-2017 18:28:05,1,7,7,4,1.001924e-06,2.517195e-06,5.746203e-07,Geometric Mean Matlab Method,0,Standard SNTLN,2,None,0,1.000000e-10,1.000000e-10,TQ,Minimum Singular Values 
25-Jul-2017 18:28:06,4,10,12,8,4.158545e-01,7.976236e-01,2.183825e+00,Geometric Mean Matlab Method,1,Standard SNTLN,1,None,0,1.000000e-10,1.000000e-10,DTQ,Minimum Singular Values 
25-Jul-2017 18:28:07,2,13,11,8,9.999993e-01,1.665033e-04,5.161925e-04,None,0,Standard SNTLN,50,None,0,1.000000e-12,1.000000e-10,DTQ,R1 Row Diagonals 
25-Jul-2017 18:28:07,1,7,7,4,1.063604e-05,7.603890e-06,8.111633e-06,Geometric Mean Matlab Method,0,Standard SNTLN,2,None,0,1.000000e-10,1.000000e-10,DTQ,R1 Row Norms 
25-Jul-2017 18:28:09,1,7,7,4,1.063604e-05,7.603890e-06,8.111633e-06,Geometric Mean Matlab Method,0,Standard SNTLN,2,None,0,1.000000e-10,1.000000e-10,DTQ,R1 Row Diagonals 
25-Jul-2017 18:28:11,1,7,7,4,1.063604e-05,7.603890e-06,8.111633e-06,Geometric Mean Matlab Method,0,Standard SNTLN,2,None,0,1.000000e-10,1.000000e-10,DTQ,Minimum Singular Values 
25-Jul-2017 18:28:11,2,13,11,8,9.999993e-01,1.665033e-04,5.161925e-04,None,0,Standard SNTLN,50,None,0,1.000000e-12,1.000000e-10,DTQ,Minimum Singular Values 
25-Jul-2017 18:28:14,4,10,12,8,5.939109e-10,2.008816e-09,3.556779e-10,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,T,R1 Row Norms 
25-Jul-2017 18:28:15,1,7,7,4,8.655873e-06,6.308347e-05,2.202469e-05,Geometric Mean Matlab Method,0,Standard SNTLN,50,None,0,1.000000e-10,1.000000e-10,DTQ Denominator Removed,R1 Row Norms 
25-Jul-2017 18:28:16,4,10,12,8,5.939109e-10,2.008816e-09,3.556779e-10,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,T,R1 Row Diagonals 
25-Jul-2017 18:28:16,2,13,11,8,9.999993e-01,1.665033e-04,5.161925e-04,None,0,Standard SNTLN,50,None,0,1.000000e-12,1.000000e-10,DTQ Denominator Removed,R1 Row Norms 
25-Jul-2017 18:28:18,1,7,7,4,8.655873e-06,6.308347e-05,2.202469e-05,Geometric Mean Matlab Method,0,Standard SNTLN,50,None,0,1.000000e-10,1.000000e-10,DTQ Denominator Removed,R1 Row Diagonals 
25-Jul-2017 18:28:19,4,10,12,8,5.939109e-10,2.008816e-09,3.556779e-10,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,T,Minimum Singular Values 
25-Jul-2017 18:28:21,4,10,12,8,1.907389e-10,1.930283e-10,4.470732e-11,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Norms 
25-Jul-2017 18:28:21,1,7,7,4,8.655873e-06,6.308347e-05,2.202469e-05,Geometric Mean Matlab Method,0,Standard SNTLN,50,None,0,1.000000e-10,1.000000e-10,DTQ Denominator Removed,Minimum Singular Values 
25-Jul-2017 18:28:21,2,13,11,8,9.999993e-01,1.665033e-04,5.161925e-04,None,0,Standard SNTLN,50,None,0,1.000000e-12,1.000000e-10,DTQ Denominator Removed,R1 Row Diagonals 
25-Jul-2017 18:28:22,3,20,21,16,6.636744e-01,9.785358e-01,3.029681e+01,Geometric Mean Matlab Method,1,Standard SNTLN,1,None,0,1.000000e-12,1.000000e-10,DTQ,R1 Row Norms 
25-Jul-2017 18:28:23,4,10,12,8,1.907389e-10,1.930283e-10,4.470732e-11,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Diagonals 
25-Jul-2017 18:28:23,1,7,7,4,7.562068e-10,6.255942e-10,7.914405e-10,None,1,None,0,None,0,1.000000e-10,1.000000e-10,T,R1 Row Norms 
25-Jul-2017 18:28:25,1,7,7,4,7.562068e-10,6.255942e-10,7.914405e-10,None,1,None,0,None,0,1.000000e-10,1.000000e-10,T,R1 Row Diagonals 
25-Jul-2017 18:28:26,4,10,12,8,1.907389e-10,1.930283e-10,4.470732e-11,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,DT,Minimum Singular Values 
25-Jul-2017 18:28:26,2,13,11,8,9.999993e-01,1.665033e-04,5.161925e-04,None,0,Standard SNTLN,50,None,0,1.000000e-12,1.000000e-10,DTQ Denominator Removed,Minimum Singular Values 
25-Jul-2017 18:28:28,1,7,7,4,7.562068e-10,6.255942e-10,7.914405e-10,None,1,None,0,None,0,1.000000e-10,1.000000e-10,T,Minimum Singular Values 
25-Jul-2017 18:28:28,4,10,12,8,5.939181e-10,2.008816e-09,6.975246e-10,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Norms 
25-Jul-2017 18:28:29,2,13,11,8,9.599566e-05,1.881451e-08,2.118065e-08,Geometric Mean Matlab Method,1,None,0,None,0,1.000000e-10,1.000000e-10,T,R1 Row Norms 
25-Jul-2017 18:28:30,1,7,7,4,7.712178e-11,5.443392e-11,1.449581e-10,None,1,None,0,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Norms 
25-Jul-2017 18:28:30,4,10,12,8,5.939181e-10,2.008816e-09,6.975246e-10,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Diagonals 
25-Jul-2017 18:28:32,2,13,11,8,9.599566e-05,1.881451e-08,2.118065e-08,Geometric Mean Matlab Method,1,None,0,None,0,1.000000e-10,1.000000e-10,T,R1 Row Diagonals 
25-Jul-2017 18:28:32,1,7,7,4,7.712178e-11,5.443392e-11,1.449581e-10,None,1,None,0,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Diagonals 
25-Jul-2017 18:28:32,4,10,12,8,5.939181e-10,2.008816e-09,6.975246e-10,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,TQ,Minimum Singular Values 
25-Jul-2017 18:28:34,1,7,7,4,7.712178e-11,5.443392e-11,1.449581e-10,None,1,None,0,None,0,1.000000e-10,1.000000e-10,DT,Minimum Singular Values 
25-Jul-2017 18:28:35,4,10,12,8,1.907441e-10,1.930378e-10,5.083326e-11,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,DTQ,R1 Row Norms 
25-Jul-2017 18:28:35,2,13,11,8,9.599566e-05,1.881451e-08,2.118065e-08,Geometric Mean Matlab Method,1,None,0,None,0,1.000000e-10,1.000000e-10,T,Minimum Singular Values 
25-Jul-2017 18:28:37,1,7,7,4,7.562105e-10,6.255968e-10,7.914435e-10,None,1,None,0,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Norms 
25-Jul-2017 18:28:37,4,10,12,8,1.907441e-10,1.930378e-10,5.083326e-11,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,DTQ,R1 Row Diagonals 
25-Jul-2017 18:28:39,2,13,11,8,1.177094e-09,7.151417e-10,5.723244e-10,Geometric Mean Matlab Method,1,None,0,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Norms 
25-Jul-2017 18:28:39,1,7,7,4,7.562105e-10,6.255968e-10,7.914435e-10,None,1,None,0,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Diagonals 
25-Jul-2017 18:28:39,4,10,12,8,1.907441e-10,1.930378e-10,5.083326e-11,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,DTQ,Minimum Singular Values 
25-Jul-2017 18:28:41,1,7,7,4,7.562105e-10,6.255968e-10,7.914435e-10,None,1,None,0,None,0,1.000000e-10,1.000000e-10,TQ,Minimum Singular Values 
25-Jul-2017 18:28:41,4,10,12,8,1.907515e-10,1.930425e-10,8.477673e-01,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,DTQ Denominator Removed,R1 Row Norms 
25-Jul-2017 18:28:42,2,13,11,8,1.177094e-09,7.151417e-10,5.723244e-10,Geometric Mean Matlab Method,1,None,0,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Diagonals 
25-Jul-2017 18:28:44,4,10,12,8,1.907515e-10,1.930425e-10,8.477673e-01,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,DTQ Denominator Removed,R1 Row Diagonals 
25-Jul-2017 18:28:44,1,7,7,4,4.743448e-11,3.157321e-11,1.124357e-10,None,1,None,0,None,0,1.000000e-10,1.000000e-10,DTQ,R1 Row Norms 
25-Jul-2017 18:28:46,3,20,21,16,6.636744e-01,9.785358e-01,3.029681e+01,Geometric Mean Matlab Method,1,Standard SNTLN,1,None,0,1.000000e-12,1.000000e-10,DTQ,R1 Row Diagonals 
25-Jul-2017 18:28:46,2,13,11,8,1.177094e-09,7.151417e-10,5.723244e-10,Geometric Mean Matlab Method,1,None,0,None,0,1.000000e-10,1.000000e-10,DT,Minimum Singular Values 
25-Jul-2017 18:28:46,1,7,7,4,4.743448e-11,3.157321e-11,1.124357e-10,None,1,None,0,None,0,1.000000e-10,1.000000e-10,DTQ,R1 Row Diagonals 
25-Jul-2017 18:28:46,4,10,12,8,1.907515e-10,1.930425e-10,8.477673e-01,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-10,1.000000e-10,DTQ Denominator Removed,Minimum Singular Values 
25-Jul-2017 18:28:48,1,7,7,4,4.743448e-11,3.157321e-11,1.124357e-10,None,1,None,0,None,0,1.000000e-10,1.000000e-10,DTQ,Minimum Singular Values 
25-Jul-2017 18:28:48,4,10,12,8,2.354823e-07,1.169216e-06,8.479492e-07,Geometric Mean Matlab Method,0,Standard STLN,7,None,0,1.000000e-10,1.000000e-10,T,R1 Row Norms 
25-Jul-2017 18:28:49,2,13,11,8,8.380461e-05,3.160373e-08,1.565518e-08,Geometric Mean Matlab Method,1,None,0,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Norms 
25-Jul-2017 18:28:51,4,10,12,8,2.354823e-07,1.169216e-06,8.479492e-07,Geometric Mean Matlab Method,0,Standard STLN,7,None,0,1.000000e-10,1.000000e-10,T,R1 Row Diagonals 
25-Jul-2017 18:28:53,2,13,11,8,8.380461e-05,3.160373e-08,1.565518e-08,Geometric Mean Matlab Method,1,None,0,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Diagonals 
25-Jul-2017 18:28:53,4,10,12,8,2.354823e-07,1.169216e-06,8.479492e-07,Geometric Mean Matlab Method,0,Standard STLN,7,None,0,1.000000e-10,1.000000e-10,T,Minimum Singular Values 
25-Jul-2017 18:28:56,4,10,12,8,8.362295e-07,2.138173e-06,6.617071e-07,Geometric Mean Matlab Method,0,Standard STLN,5,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Norms 
25-Jul-2017 18:28:56,1,7,7,4,1.231455e-06,4.238800e-06,1.961832e-06,None,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,T,R1 Row Norms 
25-Jul-2017 18:28:57,2,13,11,8,8.380461e-05,3.160373e-08,1.565518e-08,Geometric Mean Matlab Method,1,None,0,None,0,1.000000e-10,1.000000e-10,TQ,Minimum Singular Values 
25-Jul-2017 18:28:58,4,10,12,8,8.362295e-07,2.138173e-06,6.617071e-07,Geometric Mean Matlab Method,0,Standard STLN,5,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Diagonals 
25-Jul-2017 18:28:59,1,7,7,4,1.231455e-06,4.238800e-06,1.961832e-06,None,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,T,R1 Row Diagonals 
25-Jul-2017 18:29:01,4,10,12,8,8.362295e-07,2.138173e-06,6.617071e-07,Geometric Mean Matlab Method,0,Standard STLN,5,None,0,1.000000e-10,1.000000e-10,DT,Minimum Singular Values 
25-Jul-2017 18:29:01,2,13,11,8,8.766530e-10,5.486551e-10,4.175110e-10,Geometric Mean Matlab Method,1,None,0,None,0,1.000000e-10,1.000000e-10,DTQ,R1 Row Norms 
25-Jul-2017 18:29:01,1,7,7,4,1.231455e-06,4.238800e-06,1.961832e-06,None,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,T,Minimum Singular Values 
25-Jul-2017 18:29:03,4,10,12,8,3.061605e-06,7.451033e-07,2.549816e-06,Geometric Mean Matlab Method,0,Standard STLN,5,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Norms 
25-Jul-2017 18:29:04,1,7,7,4,3.261327e-07,1.196934e-06,7.570468e-07,None,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Norms 
25-Jul-2017 18:29:05,2,13,11,8,8.766530e-10,5.486551e-10,4.175110e-10,Geometric Mean Matlab Method,1,None,0,None,0,1.000000e-10,1.000000e-10,DTQ,R1 Row Diagonals 
25-Jul-2017 18:29:05,4,10,12,8,3.061605e-06,7.451033e-07,2.549816e-06,Geometric Mean Matlab Method,0,Standard STLN,5,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Diagonals 
25-Jul-2017 18:29:06,1,7,7,4,3.261327e-07,1.196934e-06,7.570468e-07,None,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Diagonals 
25-Jul-2017 18:29:08,4,10,12,8,3.061605e-06,7.451033e-07,2.549816e-06,Geometric Mean Matlab Method,0,Standard STLN,5,None,0,1.000000e-10,1.000000e-10,TQ,Minimum Singular Values 
25-Jul-2017 18:29:08,1,7,7,4,3.261327e-07,1.196934e-06,7.570468e-07,None,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,DT,Minimum Singular Values 
25-Jul-2017 18:29:09,2,13,11,8,8.766530e-10,5.486551e-10,4.175110e-10,Geometric Mean Matlab Method,1,None,0,None,0,1.000000e-10,1.000000e-10,DTQ,Minimum Singular Values 
25-Jul-2017 18:29:10,3,20,21,16,6.636744e-01,9.785358e-01,3.029681e+01,Geometric Mean Matlab Method,1,Standard SNTLN,1,None,0,1.000000e-12,1.000000e-10,DTQ,Minimum Singular Values 
25-Jul-2017 18:29:10,4,10,12,8,3.823880e-07,1.472686e-06,9.842583e-07,Geometric Mean Matlab Method,0,Standard STLN,5,None,0,1.000000e-10,1.000000e-10,DTQ,R1 Row Norms 
25-Jul-2017 18:29:11,1,7,7,4,1.194105e-10,1.216092e-10,8.597322e-11,None,1,Standard STLN,1,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Norms 
25-Jul-2017 18:29:13,4,10,12,8,3.823880e-07,1.472686e-06,9.842583e-07,Geometric Mean Matlab Method,0,Standard STLN,5,None,0,1.000000e-10,1.000000e-10,DTQ,R1 Row Diagonals 
25-Jul-2017 18:29:13,1,7,7,4,1.194105e-10,1.216092e-10,8.597322e-11,None,1,Standard STLN,1,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Diagonals 
25-Jul-2017 18:29:15,4,10,12,8,3.823880e-07,1.472686e-06,9.842583e-07,Geometric Mean Matlab Method,0,Standard STLN,5,None,0,1.000000e-10,1.000000e-10,DTQ,Minimum Singular Values 
25-Jul-2017 18:29:16,1,7,7,4,1.194105e-10,1.216092e-10,8.597322e-11,None,1,Standard STLN,1,None,0,1.000000e-10,1.000000e-10,TQ,Minimum Singular Values 
25-Jul-2017 18:29:17,4,10,12,8,1.907149e-10,1.930165e-10,4.393929e-11,Geometric Mean Matlab Method,0,Standard STLN,1,None,0,1.000000e-10,1.000000e-10,DTQ Denominator Removed,R1 Row Norms 
25-Jul-2017 18:29:18,1,7,7,4,1.882546e-06,1.764548e-06,2.519211e-06,None,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,DTQ,R1 Row Norms 
25-Jul-2017 18:29:18,2,13,11,8,2.518035e-10,6.775727e-10,5.317362e+01,Geometric Mean Matlab Method,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,T,R1 Row Norms 
25-Jul-2017 18:29:20,4,10,12,8,1.907149e-10,1.930165e-10,4.393929e-11,Geometric Mean Matlab Method,0,Standard STLN,1,None,0,1.000000e-10,1.000000e-10,DTQ Denominator Removed,R1 Row Diagonals 
25-Jul-2017 18:29:20,3,20,21,16,1.893288e-07,7.102942e-08,8.032155e-08,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-12,1.000000e-10,T,R1 Row Norms 
25-Jul-2017 18:29:21,1,7,7,4,1.882546e-06,1.764548e-06,2.519211e-06,None,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,DTQ,R1 Row Diagonals 
25-Jul-2017 18:29:21,2,13,11,8,2.518035e-10,6.775727e-10,5.317362e+01,Geometric Mean Matlab Method,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,T,R1 Row Diagonals 
25-Jul-2017 18:29:22,4,10,12,8,1.907149e-10,1.930165e-10,4.393929e-11,Geometric Mean Matlab Method,0,Standard STLN,1,None,0,1.000000e-10,1.000000e-10,DTQ Denominator Removed,Minimum Singular Values 
25-Jul-2017 18:29:23,1,7,7,4,1.882546e-06,1.764548e-06,2.519211e-06,None,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,DTQ,Minimum Singular Values 
25-Jul-2017 18:29:23,3,20,21,16,1.893288e-07,7.102942e-08,8.032155e-08,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-12,1.000000e-10,T,R1 Row Diagonals 
25-Jul-2017 18:29:25,2,13,11,8,2.518035e-10,6.775727e-10,5.317362e+01,Geometric Mean Matlab Method,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,T,Minimum Singular Values 
25-Jul-2017 18:29:25,4,10,12,8,8.583426e-06,2.802835e-06,6.735868e-06,Geometric Mean Matlab Method,0,Standard SNTLN,5,None,0,1.000000e-10,1.000000e-10,T,R1 Row Norms 
25-Jul-2017 18:29:27,3,20,21,16,1.893288e-07,7.102942e-08,8.032155e-08,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-12,1.000000e-10,T,Minimum Singular Values 
25-Jul-2017 18:29:27,4,10,12,8,8.583426e-06,2.802835e-06,6.735868e-06,Geometric Mean Matlab Method,0,Standard SNTLN,5,None,0,1.000000e-10,1.000000e-10,T,R1 Row Diagonals 
25-Jul-2017 18:29:29,2,13,11,8,1.761074e-02,4.067885e-04,1.524734e-03,Geometric Mean Matlab Method,1,Standard STLN,50,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Norms 
25-Jul-2017 18:29:30,4,10,12,8,8.583426e-06,2.802835e-06,6.735868e-06,Geometric Mean Matlab Method,0,Standard SNTLN,5,None,0,1.000000e-10,1.000000e-10,T,Minimum Singular Values 
25-Jul-2017 18:29:31,3,20,21,16,6.673993e-07,2.255919e-06,4.842006e-08,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-12,1.000000e-10,DT,R1 Row Norms 
25-Jul-2017 18:29:32,1,7,7,4,1.231299e-01,1.882189e-01,8.184179e-02,None,1,Standard SNTLN,32,None,0,1.000000e-10,1.000000e-10,T,R1 Row Norms 
25-Jul-2017 18:29:33,2,13,11,8,1.761074e-02,4.067885e-04,1.524734e-03,Geometric Mean Matlab Method,1,Standard STLN,50,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Diagonals 
25-Jul-2017 18:29:34,4,10,12,8,9.116904e-04,3.588159e-03,3.230838e-03,Geometric Mean Matlab Method,0,Standard SNTLN,50,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Norms 
25-Jul-2017 18:29:34,3,20,21,16,6.673993e-07,2.255919e-06,4.842006e-08,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-12,1.000000e-10,DT,R1 Row Diagonals 
25-Jul-2017 18:29:35,1,7,7,4,1.231299e-01,1.882189e-01,8.184179e-02,None,1,Standard SNTLN,32,None,0,1.000000e-10,1.000000e-10,T,R1 Row Diagonals 
25-Jul-2017 18:29:37,2,13,11,8,1.761074e-02,4.067885e-04,1.524734e-03,Geometric Mean Matlab Method,1,Standard STLN,50,None,0,1.000000e-10,1.000000e-10,DT,Minimum Singular Values 
25-Jul-2017 18:29:38,1,7,7,4,1.231299e-01,1.882189e-01,8.184179e-02,None,1,Standard SNTLN,32,None,0,1.000000e-10,1.000000e-10,T,Minimum Singular Values 
25-Jul-2017 18:29:38,4,10,12,8,9.116904e-04,3.588159e-03,3.230838e-03,Geometric Mean Matlab Method,0,Standard SNTLN,50,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Diagonals 
25-Jul-2017 18:29:38,3,20,21,16,6.673993e-07,2.255919e-06,4.842006e-08,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-12,1.000000e-10,DT,Minimum Singular Values 
25-Jul-2017 18:29:41,2,13,11,8,2.412654e-10,3.944030e-10,1.318110e+01,Geometric Mean Matlab Method,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Norms 
25-Jul-2017 18:29:41,1,7,7,4,6.043442e-01,2.668408e-01,8.840790e-01,None,1,Standard SNTLN,50,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Norms 
25-Jul-2017 18:29:42,3,20,21,16,1.893301e-07,7.103105e-08,2.378378e-08,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-12,1.000000e-10,TQ,R1 Row Norms 
25-Jul-2017 18:29:43,4,10,12,8,9.116904e-04,3.588159e-03,3.230838e-03,Geometric Mean Matlab Method,0,Standard SNTLN,50,None,0,1.000000e-10,1.000000e-10,DT,Minimum Singular Values 
25-Jul-2017 18:29:45,1,7,7,4,6.043442e-01,2.668408e-01,8.840790e-01,None,1,Standard SNTLN,50,None,0,1.000000e-10,1.000000e-10,DT,R1 Row Diagonals 
25-Jul-2017 18:29:45,2,13,11,8,2.412654e-10,3.944030e-10,1.318110e+01,Geometric Mean Matlab Method,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Diagonals 
25-Jul-2017 18:29:45,3,20,21,16,1.893301e-07,7.103105e-08,2.378378e-08,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-12,1.000000e-10,TQ,R1 Row Diagonals 
25-Jul-2017 18:29:45,4,10,12,8,9.954680e-07,2.193005e-07,1.098962e-06,Geometric Mean Matlab Method,0,Standard SNTLN,4,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Norms 
25-Jul-2017 18:29:48,4,10,12,8,9.954680e-07,2.193005e-07,1.098962e-06,Geometric Mean Matlab Method,0,Standard SNTLN,4,None,0,1.000000e-10,1.000000e-10,TQ,R1 Row Diagonals 
25-Jul-2017 18:29:48,1,7,7,4,6.043442e-01,2.668408e-01,8.840790e-01,None,1,Standard SNTLN,50,None,0,1.000000e-10,1.000000e-10,DT,Minimum Singular Values 
25-Jul-2017 18:29:49,2,13,11,8,2.412654e-10,3.944030e-10,1.318110e+01,Geometric Mean Matlab Method,1,Standard STLN,2,None,0,1.000000e-10,1.000000e-10,TQ,Minimum Singular Values 
25-Jul-2017 18:29:49,3,20,21,16,1.893301e-07,7.103105e-08,2.378378e-08,Geometric Mean Matlab Method,0,None,0,None,0,1.000000e-12,1.000000e-10,TQ,Minimum Singular Values 
