DATE,EX_NUM,m,n,t,ERROR_DXY,MEAN_METHOD,BOOL_ALPHA_THETA,LOW_RANK_APPROX_METHOD,LRA_ITE,APF_METHOD,APF_ITE,error_min,error_max,Sylvester_Matrix_Type 
18-Nov-2016 11:31:53,1,7,7,4,3.559375e-10,Geometric Mean Matlab Method,n,None,0,None,0,1.000000e-12,1.000000e-10,TQ 
18-Nov-2016 11:32:01,1,7,7,4,1.519972e-10,None,y,None,0,None,0,1.000000e-12,1.000000e-10,T 
18-Nov-2016 11:32:08,1,7,7,4,3.150673e-11,None,y,None,0,None,0,1.000000e-12,1.000000e-10,DT 
18-Nov-2016 11:32:15,1,7,7,4,3.150293e-11,None,y,None,0,None,0,1.000000e-12,1.000000e-10,DTQ 
18-Nov-2016 11:32:22,1,7,7,4,1.519962e-10,None,y,None,0,None,0,1.000000e-12,1.000000e-10,TQ 
18-Nov-2016 11:32:28,1,7,7,4,3.531312e-10,None,n,None,0,None,0,1.000000e-12,1.000000e-10,T 
18-Nov-2016 11:32:30,3,16,17,14,1.116950e-10,None,y,None,0,None,0,1.000000e-12,1.000000e-10,DT 
18-Nov-2016 11:32:34,1,7,7,4,8.449784e-11,None,n,None,0,None,0,1.000000e-12,1.000000e-10,DT 
18-Nov-2016 11:32:40,1,7,7,4,8.449631e-11,None,n,None,0,None,0,1.000000e-12,1.000000e-10,DTQ 
18-Nov-2016 11:32:46,1,7,7,4,3.531338e-10,None,n,None,0,None,0,1.000000e-12,1.000000e-10,TQ 
18-Nov-2016 11:32:53,4,7,9,5,5.745563e-09,Geometric Mean Matlab Method,y,None,0,None,0,1.000000e-12,1.000000e-08,T 
18-Nov-2016 11:33:02,4,7,9,5,2.223201e-08,Geometric Mean Matlab Method,y,None,0,None,0,1.000000e-12,1.000000e-08,DT 
18-Nov-2016 11:33:12,4,7,9,5,2.223306e-08,Geometric Mean Matlab Method,y,None,0,None,0,1.000000e-12,1.000000e-08,DTQ 
18-Nov-2016 11:33:14,3,16,17,14,1.116938e-10,None,y,None,0,None,0,1.000000e-12,1.000000e-10,DTQ 
18-Nov-2016 11:33:22,4,7,9,5,5.745551e-09,Geometric Mean Matlab Method,y,None,0,None,0,1.000000e-12,1.000000e-08,TQ 
18-Nov-2016 11:33:28,4,7,9,5,3.090090e-09,Geometric Mean Matlab Method,n,None,0,None,0,1.000000e-12,1.000000e-08,T 
18-Nov-2016 11:33:35,4,7,9,5,1.717419e-09,Geometric Mean Matlab Method,n,None,0,None,0,1.000000e-12,1.000000e-08,DT 
18-Nov-2016 11:33:41,4,7,9,5,1.717431e-09,Geometric Mean Matlab Method,n,None,0,None,0,1.000000e-12,1.000000e-08,DTQ 
18-Nov-2016 11:33:47,4,7,9,5,3.090132e-09,Geometric Mean Matlab Method,n,None,0,None,0,1.000000e-12,1.000000e-08,TQ 
18-Nov-2016 11:33:56,4,7,9,5,5.745570e-09,None,y,None,0,None,0,1.000000e-12,1.000000e-08,T 
18-Nov-2016 11:33:59,3,16,17,14,2.151502e-10,None,y,None,0,None,0,1.000000e-12,1.000000e-10,TQ 
18-Nov-2016 11:34:05,4,7,9,5,2.223347e-08,None,y,None,0,None,0,1.000000e-12,1.000000e-08,DT 
18-Nov-2016 11:34:07,3,16,17,14,5.670148e-10,None,n,None,0,None,0,1.000000e-12,1.000000e-10,T 
18-Nov-2016 11:34:13,4,7,9,5,2.223328e-08,None,y,None,0,None,0,1.000000e-12,1.000000e-08,DTQ 
18-Nov-2016 11:34:15,3,16,17,14,9.243263e-09,None,n,None,0,None,0,1.000000e-12,1.000000e-10,DT 
18-Nov-2016 11:34:21,4,7,9,5,5.745501e-09,None,y,None,0,None,0,1.000000e-12,1.000000e-08,TQ 
18-Nov-2016 11:34:23,3,16,17,14,9.243273e-09,None,n,None,0,None,0,1.000000e-12,1.000000e-10,DTQ 
18-Nov-2016 11:34:27,4,7,9,5,1.876008e-09,None,n,None,0,None,0,1.000000e-12,1.000000e-08,T 
18-Nov-2016 11:34:30,3,16,17,14,5.670183e-10,None,n,None,0,None,0,1.000000e-12,1.000000e-10,TQ 
18-Nov-2016 11:34:33,4,7,9,5,1.326775e-09,None,n,None,0,None,0,1.000000e-12,1.000000e-08,DT 
18-Nov-2016 11:34:38,4,7,9,5,1.326776e-09,None,n,None,0,None,0,1.000000e-12,1.000000e-08,DTQ 
18-Nov-2016 11:34:43,4,7,9,5,1.876007e-09,None,n,None,0,None,0,1.000000e-12,1.000000e-08,TQ 
18-Nov-2016 11:34:49,4,7,9,5,5.707591e-11,Geometric Mean Matlab Method,y,None,0,None,0,1.000000e-12,1.000000e-10,T 
18-Nov-2016 11:34:56,4,7,9,5,2.231846e-10,Geometric Mean Matlab Method,y,None,0,None,0,1.000000e-12,1.000000e-10,DT 
18-Nov-2016 11:35:02,4,7,9,5,2.231804e-10,Geometric Mean Matlab Method,y,None,0,None,0,1.000000e-12,1.000000e-10,DTQ 
18-Nov-2016 11:35:09,4,7,9,5,5.708596e-11,Geometric Mean Matlab Method,y,None,0,None,0,1.000000e-12,1.000000e-10,TQ 
18-Nov-2016 11:35:14,4,7,9,5,3.094455e-11,Geometric Mean Matlab Method,n,None,0,None,0,1.000000e-12,1.000000e-10,T 
18-Nov-2016 11:35:19,4,7,9,5,1.732058e-11,Geometric Mean Matlab Method,n,None,0,None,0,1.000000e-12,1.000000e-10,DT 
18-Nov-2016 11:35:24,4,7,9,5,1.731788e-11,Geometric Mean Matlab Method,n,None,0,None,0,1.000000e-12,1.000000e-10,DTQ 
18-Nov-2016 11:35:29,4,7,9,5,3.094697e-11,Geometric Mean Matlab Method,n,None,0,None,0,1.000000e-12,1.000000e-10,TQ 
18-Nov-2016 11:35:36,4,7,9,5,5.708210e-11,None,y,None,0,None,0,1.000000e-12,1.000000e-10,T 
18-Nov-2016 11:35:42,4,7,9,5,2.231901e-10,None,y,None,0,None,0,1.000000e-12,1.000000e-10,DT 
18-Nov-2016 11:35:49,4,7,9,5,2.231769e-10,None,y,None,0,None,0,1.000000e-12,1.000000e-10,DTQ 
18-Nov-2016 11:35:55,4,7,9,5,5.708494e-11,None,y,None,0,None,0,1.000000e-12,1.000000e-10,TQ 
18-Nov-2016 11:36:00,4,7,9,5,1.863977e-11,None,n,None,0,None,0,1.000000e-12,1.000000e-10,T 
18-Nov-2016 11:36:05,4,7,9,5,1.361520e-11,None,n,None,0,None,0,1.000000e-12,1.000000e-10,DT 
18-Nov-2016 11:36:10,4,7,9,5,1.361550e-11,None,n,None,0,None,0,1.000000e-12,1.000000e-10,DTQ 
18-Nov-2016 11:36:15,4,7,9,5,1.864042e-11,None,n,None,0,None,0,1.000000e-12,1.000000e-10,TQ 
